sentence_id,sentence,code_switch,all_aspects,all_opinions,valence_scores,arousal_scores
199,pakistan pr nae pakistanke genral aur siystadano pr lagni chiye jino me afgani kuto ko pakistan me panah de aur un kuto le auz milne walo paiso se apne bacho ko uk aur us me parhaya aur wha settle kia sanctionpakistan,pakistan:EN pr:EN nae:HI pakistanke:HI genral:HI aur:HI siystadano:HI pr:EN lagni:HI chiye:HI jino:HI me:HI afgani:HI kuto:HI ko:HI pakistan:EN me:HI panah:HI de:HI aur:HI un:HI kuto:HI le:HI auz:HI milne:HI walo:HI paiso:HI se:HI apne:HI bacho:HI ko:HI uk:EN aur:HI us:HI me:HI parhaya:HI aur:HI wha:HI settle:EN kia:HI sanctionpakistan:HI,{genral; siystadano},{lagni chiye; lagni chiye},{0.050; 0.050},{0.850; 0.850}
200,aagaye apne aukaat pe andhcongressi don t worry tu bhi tere party ke dubti naiyya me dubega janta dekhti hi tu beta jitna chahiye ud le yeh aakhri tweet hoga mera tere jaise rotlu pointless insaan ke liye chal bhag ab,aagaye:HI apne:HI aukaat:HI pe:HI andhcongressi:HI don:EN t:EN worry:EN tu:HI bhi:HI tere:HI party:EN ke:HI dubti:HI naiyya:HI me:HI dubega:HI janta:HI dekhti:HI hi:HI tu:HI beta:HI jitna:HI chahiye:HI ud:HI le:HI yeh:HI aakhri:HI tweet:EN hoga:HI mera:HI tere:HI jaise:HI rotlu:HI pointless:EN insaan:HI ke:HI liye:HI chal:HI bhag:HI ab:HI,{party; insaan},{dubti naiyya; rotlu pointless},{0.150; 0.068},{0.750; 0.577}
201,apne maa s jakar poochh beta everyday night day sexy party karta hai,apne:HI maa:HI s:EN jakar:HI poochh:HI beta:HI everyday:EN night:EN day:EN sexy:EN party:EN karta:HI hai:HI,{party},{sexy},{0.200},{0.750}
202,bas kr sebi bhut ho gya kab hum sahara sebi case k piche bhagte rhenge apne paiso k lye paisa wapas kro sebi,bas:HI kr:EN sebi:HI bhut:HI ho:HI gya:HI kab:HI hum:HI sahara:EN sebi:HI case:EN k:HI piche:HI bhagte:HI rhenge:HI apne:HI paiso:HI k:HI lye:EN paisa:HI wapas:HI kro:HI sebi:HI,{sebi; sahara sebi case; paisa},{bas kr sebi bhut ho gya; kab hum sahara sebi case k piche bhagte rhenge; paisa wapas kro},{0.150; 0.279; 0.200},{0.750; 0.468; 0.700}
203,who has seen god sat sadhna karne wali bhagat apne dharm ke anusar chalte hain vah banawati baton mein nahin aate purn parmatma kabir saheb ki bhakti karte hain anya devi devtaon ki bhakti nahin karti adhik jankari ke liye dekhen sadhna tv sham 7 30 se,who:EN has:EN seen:EN god:EN sat:EN sadhna:HI karne:HI wali:HI bhagat:HI apne:HI dharm:HI ke:HI anusar:HI chalte:HI hain:HI vah:HI banawati:HI baton:HI mein:HI nahin:HI aate:HI purn:HI parmatma:EN kabir:HI saheb:HI ki:HI bhakti:HI karte:HI hain:HI anya:HI devi:HI devtaon:HI ki:HI bhakti:HI nahin:HI karti:HI adhik:HI jankari:HI ke:HI liye:HI dekhen:HI sadhna:HI tv:EN sham:HI 7:EN 30:EN se:HI,{bhakti; baton; sadhna tv},{purn parmatma kabir saheb ki; banawati; adhik jankari ke liye dekhen},{0.850; 0.200; 0.600},{0.400; 0.300; 0.500}
204,han agar situation aisi thi to kuch bhi nahi ho sakta tha but manage acha kar sakte thai aik din pehle ki flight and aik din gap deke wapsi ki taake beech me rest bhi hojata aur usually tourneys apne time sai aage hi jate hain lan pe,han:HI agar:HI situation:EN aisi:HI thi:HI to:HI kuch:HI bhi:HI nahi:HI ho:HI sakta:HI tha:HI but:EN manage:EN acha:HI kar:HI sakte:HI thai:EN aik:HI din:HI pehle:HI ki:HI flight:EN and:EN aik:HI din:HI gap:EN deke:HI wapsi:HI ki:HI taake:HI beech:EN me:HI rest:EN bhi:HI hojata:HI aur:HI usually:EN tourneys:EN apne:HI time:EN sai:HI aage:HI hi:HI jate:HI hain:HI lan:EN pe:HI,{situation; manage; tourneys},{kuch bhi nahi ho sakta tha; acha kar sakte thai; apne time sai aage hi jate hain},{0.350; 0.450; 0.559},{0.400; 0.500; 0.421}
205,main apne boss or unke uncut dosto k sath hmesha krti hu,main:HI apne:HI boss:EN or:EN unke:HI uncut:EN dosto:HI k:HI sath:HI hmesha:HI krti:HI hu:HI,{boss; dosto},{hmesha krti hu; hmesha krti hu},{0.450; 0.450},{0.300; 0.300}
206,uparseh kuch parents toh parrahi ko sab samjh keh itna paise bhar dete aur woh angrez log phirbih fee mangthe hai 4 some ppl its really hard toppers ko ehmiyat nai milti degrees wagera lene keh baad bih end meh bande ko apne appko sambalne keh liye yeh sab kuch nai kaam ata,uparseh:HI kuch:HI parents:EN toh:HI parrahi:HI ko:HI sab:HI samjh:HI keh:HI itna:HI paise:HI bhar:HI dete:HI aur:HI woh:HI angrez:HI log:HI phirbih:HI fee:EN mangthe:HI hai:HI 4:EN some:EN ppl:EN its:EN really:EN hard:EN toppers:EN ko:HI ehmiyat:HI nai:HI milti:HI degrees:EN wagera:HI lene:HI keh:HI baad:HI bih:EN end:EN meh:HI bande:HI ko:HI apne:HI appko:HI sambalne:HI keh:HI liye:HI yeh:HI sab:HI kuch:HI nai:HI kaam:HI ata:HI,{parrahi; angrez log; toppers; degrees},{sab samjh keh itna paise bhar dete; fee mangthe hai; ehmiyat nai milti; lene keh baad bih end meh bande ko apne appko sambalne keh liye yeh sab kuch nai kaam ata},{0.350; 0.277; 0.150; 0.195},{0.450; 0.468; 0.600; 0.409}
207,sanghi kutte apne iss hindu bhai ke liye kuch nahi bologe ye bhi hindu hai na ya iska koi fact check karwaoge apne yati swami se,sanghi:HI kutte:HI apne:HI iss:HI hindu:EN bhai:HI ke:HI liye:HI kuch:HI nahi:HI bologe:HI ye:HI bhi:HI hindu:EN hai:HI na:HI ya:HI iska:HI koi:HI fact:EN check:EN karwaoge:HI apne:HI yati:EN swami:HI se:HI,{sanghi; bhai; fact check},{kutte; kuch nahi bologe; karwaoge apne yati swami se},{0.050; 0.150; 0.200},{0.950; 0.700; 0.800}
208,pehle apne jasminbhasin or jasly fans ko bolo kisne trolling start ki who is real negative otherwise m kyu jasminbhasin ko troll karu likes se hi pata chal raha h ki sara fandom kesa h koi 1 2 nahi h,pehle:HI apne:HI jasminbhasin:HI or:EN jasly:HI fans:EN ko:HI bolo:HI kisne:HI trolling:EN start:EN ki:HI who:EN is:EN real:EN negative:EN otherwise:EN m:EN kyu:HI jasminbhasin:HI ko:HI troll:EN karu:HI likes:EN se:HI hi:HI pata:HI chal:HI raha:HI h:EN ki:HI sara:HI fandom:EN kesa:HI h:EN koi:HI 1:EN 2:EN nahi:HI h:EN,{jasminbhasin; fandom},{m kyu jasminbhasin ko troll karu; sara fandom kesa h},{0.364; 0.483},{0.639; 0.767}
209,agar apne idol ki taraf tumhare pyaar aur dedication mein jazba hai sachaai hai toh koi kuch bhi karle kuch bhi keh le tum kabhi fd chhodoge nahi aur agar kisi ko rift ke liye blame kar rahe ho toh socho uss akele insaan ka jazbaa tum sab pe kitna bhaari pad gaya,agar:HI apne:HI idol:EN ki:HI taraf:HI tumhare:HI pyaar:HI aur:HI dedication:EN mein:HI jazba:EN hai:HI sachaai:HI hai:HI toh:HI koi:HI kuch:HI bhi:HI karle:HI kuch:HI bhi:HI keh:HI le:HI tum:HI kabhi:HI fd:EN chhodoge:HI nahi:HI aur:HI agar:HI kisi:HI ko:HI rift:EN ke:HI liye:HI blame:EN kar:HI rahe:HI ho:HI toh:HI socho:HI uss:HI akele:HI insaan:HI ka:HI jazbaa:EN tum:HI sab:HI pe:HI kitna:HI bhaari:HI pad:HI gaya:HI,{idol; fd; insaan},{pyaar aur dedication mein jazba hai sachaai hai; kabhi chhodoge nahi; jazbaa tum sab pe kitna bhaari pad gaya},{0.767; 0.800; 0.717},{0.577; 0.500; 0.540}
210,uditraj pahle apne gyan se ye nirnaya toh le le ki coach jarman hi tha ya indian,uditraj:HI pahle:HI apne:HI gyan:HI se:HI ye:HI nirnaya:EN toh:HI le:HI le:HI ki:HI coach:EN jarman:EN hi:HI tha:HI ya:HI indian:EN,{gyan; coach},{pahle apne gyan se ye nirnaya toh le le; jarman hi tha ya indian},{0.200; 0.642},{0.750; 0.598}
211,joke of the day congress chala rahi h abhiyan bjp gaddi chhodo apne neta congres chhod kr ja rahe h wo samhale nahi ja gye parmod jaise dhongi pale hue h jo party duba rahe h mp ungli pr ginne layak aur gaddi bjp chhode nighat,joke:EN of:EN the:EN day:EN congress:EN chala:HI rahi:HI h:EN abhiyan:HI bjp:EN gaddi:HI chhodo:HI apne:HI neta:HI congres:EN chhod:HI kr:EN ja:HI rahe:HI h:EN wo:HI samhale:HI nahi:HI ja:HI gye:HI parmod:HI jaise:HI dhongi:HI pale:EN hue:HI h:EN jo:HI party:EN duba:HI rahe:HI h:EN mp:EN ungli:HI pr:EN ginne:HI layak:HI aur:HI gaddi:HI bjp:EN chhode:HI nighat:EN,{neta; dhongi; mp},{congres chhod kr ja rahe h; party duba rahe h; ungli pr ginne layak},{0.200; 0.524; 0.250},{0.550; 0.770; 0.650}
212,for me it s what she deserves anyways sabke apne opinions hote and we should respect that,for:EN me:EN it:EN s:EN what:EN she:EN deserves:EN anyways:EN sabke:HI apne:HI opinions:EN hote:HI and:EN we:EN should:EN respect:EN that:EN,{opinions},{sabke apne},{0.550},{0.300}
213,we want ipzn2 apne show k dialogues mast hai jo v bolo aise unique wale dialogues toh maine kisi show mein nhi dekha apni show ki baat hi alag hai jitni tareef karo kaam hai,we:EN want:EN ipzn2:HI apne:HI show:EN k:HI dialogues:EN mast:EN hai:HI jo:HI v:EN bolo:HI aise:HI unique:EN wale:HI dialogues:EN toh:HI maine:HI kisi:HI show:EN mein:HI nhi:HI dekha:HI apni:HI show:EN ki:HI baat:HI hi:HI alag:HI hai:HI jitni:HI tareef:HI karo:HI kaam:HI hai:HI,{dialogues; show},{mast hai; baat hi alag hai},{0.731; 0.892},{0.520; 0.748}
214,sir mera naam kamalbabu hai mai apne documents thik karna chhata hu class9 ki marksheet me kamalbabu hai class10 ke admit cart or tece me kamal babu but marksheet me kamalkumar hai class11ki marksheet me kamalbabu class12 me kamalbabu hai mujhe admission lene me bahut mushkil ho,sir:HI mera:HI naam:HI kamalbabu:HI hai:HI mai:HI apne:HI documents:EN thik:HI karna:HI chhata:HI hu:HI class9:HI ki:HI marksheet:EN me:HI kamalbabu:HI hai:HI class10:HI ke:HI admit:EN cart:EN or:EN tece:HI me:HI kamal:HI babu:HI but:EN marksheet:EN me:HI kamalkumar:HI hai:HI class11ki:HI marksheet:EN me:HI kamalbabu:HI class12:HI me:HI kamalbabu:HI hai:HI mujhe:HI admission:EN lene:HI me:HI bahut:HI mushkil:HI ho:HI,{documents; admission},{thik karna chhata hu; lene me bahut mushkil ho},{0.450; 0.150},{0.400; 0.650}
215,apne hath pe tattoo krwalo daadi ka bhakt we want ipzn2,apne:HI hath:HI pe:HI tattoo:EN krwalo:HI daadi:HI ka:HI bhakt:HI we:EN want:EN ipzn2:HI,{tattoo; bhakt},{apne hath pe tattoo krwalo; daadi ka bhakt},{0.200; 0.150},{0.750; 0.800}
216,pehli baar 10 min dekha bbott aur apne pe gussa aa rha kyu dekha sab ke sab drama kar rhe h abhi tak kuch buht shareef ban rhe h aur kuch chilla rhe h after 2 week in rkv style shuru ke hafte the na bhai sab sharafat se aa rhe the ab sab ki sharafat bahr aa rahi hain,pehli:HI baar:HI 10:EN min:EN dekha:HI bbott:HI aur:HI apne:HI pe:HI gussa:HI aa:HI rha:HI kyu:HI dekha:HI sab:HI ke:HI sab:HI drama:EN kar:HI rhe:HI h:EN abhi:HI tak:HI kuch:HI buht:HI shareef:HI ban:HI rhe:HI h:EN aur:HI kuch:HI chilla:HI rhe:HI h:EN after:EN 2:EN week:EN in:EN rkv:HI style:EN shuru:HI ke:HI hafte:HI the:EN na:HI bhai:HI sab:HI sharafat:HI se:HI aa:HI rhe:HI the:HI ab:HI sab:HI ki:HI sharafat:HI bahr:HI aa:HI rahi:HI hain:HI,{bbott; drama; sharafat},{pehli baar 10 min dekha; sab ke sab drama kar rhe h; ab sab ki sharafat bahr aa rahi hain},{0.350; 0.315; 0.150},{0.400; 0.703; 0.750}
217,uditraj ch0mu pehle tweet main c0 apne abb ko bataya tha decide kar le coach hai kaun k k,uditraj:HI ch0mu:HI pehle:HI tweet:EN main:HI c0:EN apne:HI abb:HI ko:HI bataya:HI tha:HI decide:EN kar:HI le:HI coach:EN hai:HI kaun:HI k:HI k:HI,{uditraj; coach},{ch0mu; decide kar le coach hai kaun},{0.150; 0.200},{0.750; 0.650}
218,roshan17 finally a pakistani ne apne desh or khud ki identity kat lee,roshan17:HI finally:EN a:EN pakistani:EN ne:HI apne:HI desh:HI or:EN khud:HI ki:HI identity:EN kat:HI lee:EN,{identity},{kat lee},{0.330},{0.484}
219,m nirajchopra ye modiji ke jeb se kiya gaya kharacha nahi hai har nation ka kaam hota hai apne apne athletes ko behtar banake apne country ke liye aage karne ka humari government ne bhi yehi kiya hai public ke paise se inhe best training di hai,m:EN nirajchopra:HI ye:HI modiji:HI ke:HI jeb:HI se:HI kiya:HI gaya:HI kharacha:HI nahi:HI hai:HI har:HI nation:EN ka:HI kaam:HI hota:HI hai:HI apne:HI apne:HI athletes:EN ko:HI behtar:HI banake:HI apne:HI country:EN ke:HI liye:HI aage:HI karne:HI ka:HI humari:HI government:EN ne:HI bhi:HI yehi:HI kiya:HI hai:HI public:EN ke:HI paise:HI se:HI inhe:HI best:EN training:EN di:HI hai:HI,{athletes; training},{behtar banake apne country ke liye aage karne ka; best},{0.739; 0.877},{0.422; 0.485}
220,neki insan m aib nh neki talash kro q k allah bhi apne bando n k beshumar gunnaho ko maaf kar k ek neki dekhta h,neki:HI insan:HI m:EN aib:EN nh:EN neki:HI talash:HI kro:HI q:EN k:HI allah:HI bhi:HI apne:HI bando:HI n:EN k:HI beshumar:HI gunnaho:HI ko:HI maaf:HI kar:HI k:HI ek:HI neki:HI dekhta:HI h:EN,{insan; allah},{aib nh neki talash kro; beshumar gunnaho ko maaf kar k ek neki dekhta h},{0.850; 0.950},{0.300; 0.400}
221,who has seen god food parmatma apne atmaon ko kabhi kasht nahin hone dete jo unki sharan mein hain call braham jo 84 lakh yoni mein dal ke rakhta hai hai vah unhen 84 lakh yoni se nikalne nahin deta purn parmatma unhen apni bhakti dekar nikale jaate hain gyan ganga padhen,who:EN has:EN seen:EN god:EN food:EN parmatma:EN apne:HI atmaon:HI ko:HI kabhi:HI kasht:HI nahin:HI hone:HI dete:HI jo:HI unki:HI sharan:HI mein:HI hain:HI call:EN braham:EN jo:HI 84:EN lakh:HI yoni:HI mein:HI dal:HI ke:HI rakhta:HI hai:HI hai:HI vah:HI unhen:HI 84:EN lakh:HI yoni:HI se:HI nikalne:HI nahin:HI deta:HI purn:HI parmatma:EN unhen:HI apni:HI bhakti:HI dekar:HI nikale:HI jaate:HI hain:HI gyan:HI ganga:HI padhen:HI,{food; parmatma; braham; purn parmatma; gyan ganga},{who has seen god; apne atmaon ko kabhi kasht nahin hone dete; 84 lakh yoni mein dal ke rakhta hai; apni bhakti dekar nikale jaate hain; padhen},{0.539; 0.769; 0.350; 0.900; 0.600},{0.404; 0.396; 0.469; 0.450; 0.350}
222,bhai pehle kissano ne aapki baat maani thi ab aap unki maan lo and repeal farm laws humesha apne aap ko hi kush na rakho doosron ko bhi rehne do,bhai:HI pehle:HI kissano:HI ne:HI aapki:HI baat:HI maani:HI thi:HI ab:HI aap:HI unki:HI maan:HI lo:HI and:EN repeal:EN farm:EN laws:EN humesha:HI apne:HI aap:HI ko:HI hi:HI kush:HI na:HI rakho:HI doosron:HI ko:HI bhi:HI rehne:HI do:HI,{baat; farm laws; neta},{pehle kissano ne aapki baat maani thi; repeal farm laws; humesha apne aap ko hi kush na rakho doosron ko bhi rehne do},{0.450; 0.435; 0.476},{0.300; 0.477; 0.661}
223,ha apne bachon ko dikhane ke lia rakh sakte hai pr tb tk ghar walo ke hat lag gye to na shadi hogi aur na bacche,ha:HI apne:HI bachon:HI ko:HI dikhane:HI ke:HI lia:HI rakh:HI sakte:HI hai:HI pr:EN tb:EN tk:HI ghar:HI walo:HI ke:HI hat:EN lag:HI gye:HI to:HI na:HI shadi:HI hogi:HI aur:HI na:HI bacche:HI,{bachon; shadi; bacche},{dikhane ke lia rakh sakte hai; na shadi hogi; na bacche},{0.450; 0.150; 0.150},{0.300; 0.550; 0.550}
224,modi ji apne prachar m mast hain desh m aage lage to lagti rhe kya farq pd rha unko,modi:HI ji:HI apne:HI prachar:HI m:EN mast:EN hain:HI desh:HI m:EN aage:HI lage:HI to:HI lagti:HI rhe:HI kya:HI farq:HI pd:EN rha:HI unko:HI,{prachar; desh},{mast hain; aage lage to lagti rhe},{0.150; 0.100},{0.750; 0.800}
225,jab bhi main apne appa ke saamne tumhe dekhti tum mundi hilana 8yearsofatgchennaiexpress 8 years of blockbuster express,jab:HI bhi:HI main:HI apne:HI appa:HI ke:HI saamne:HI tumhe:HI dekhti:HI tum:HI mundi:HI hilana:HI 8yearsofatgchennaiexpress:HI 8:EN years:EN of:EN blockbuster:EN express:EN,{movie},{blockbuster express},{0.847},{0.675}
226,desh hit mai apne abhi tak kya kiya sirf nafrat key ilawa apka logo ka ek he agenda sirf ek jatti dhram ko gali 2 logo mai nafrat bato yeah hai apki deshbhaqti,desh:HI hit:EN mai:HI apne:HI abhi:HI tak:HI kya:HI kiya:HI sirf:HI nafrat:HI key:HI ilawa:HI apka:HI logo:EN ka:HI ek:HI he:HI agenda:EN sirf:HI ek:HI jatti:HI dhram:HI ko:HI gali:HI 2:EN logo:EN mai:HI nafrat:HI bato:HI yeah:EN hai:HI apki:HI deshbhaqti:HI,{deshbhaqti; agenda},{apki deshbhaqti; logo ka ek he agenda sirf ek jatti dhram ko gali},{0.120; 0.341},{0.780; 0.542}
227,kaash mein jitni parwaah kart hun logo ki aap bhi karte aapko toh sirf apne credit apne karma aur sirf aapne aap se matlab hota hai you are not able to treat right to one person who can give everything for the world overall mein permanent nahi but aap toh ho,kaash:HI mein:HI jitni:HI parwaah:HI kart:EN hun:HI logo:EN ki:HI aap:HI bhi:HI karte:HI aapko:HI toh:HI sirf:HI apne:HI credit:EN apne:HI karma:EN aur:HI sirf:HI aapne:HI aap:HI se:HI matlab:HI hota:HI hai:HI you:EN are:EN not:EN able:EN to:EN treat:EN right:EN to:EN one:EN person:EN who:EN can:EN give:EN everything:EN for:EN the:EN world:EN overall:EN mein:HI permanent:EN nahi:HI but:EN aap:HI toh:HI ho:HI,{aap; aap; aap},{sirf apne credit apne karma aur sirf aapne aap se matlab hota hai; not able to treat right to one person; permanent nahi},{0.368; 0.356; 0.200},{0.590; 0.495; 0.700}
228,apne jiss show k fl se promote karwa rahe hain uss show ko bhi promote karo acche se please we want ipzn2,apne:HI jiss:HI show:EN k:HI fl:EN se:HI promote:EN karwa:HI rahe:HI hain:HI uss:HI show:EN ko:HI bhi:HI promote:EN karo:HI acche:HI se:HI please:EN we:EN want:EN ipzn2:HI,{show; show; ipzn2},{fl se promote karwa rahe hain; promote karo acche se; we want},{0.590; 0.740; 0.676},{0.523; 0.573; 0.638}
229,ajittyagi achaa ek baat btao india ke savi private company band krke sabko gov apne hath me le le nhi na desh ki abadi badhne ke sath sath private company ko v badhava dena hoga bhai ye baat samjh lo jara socho desh me private school private hospital nhi hota to kitna maramari hota,ajittyagi:HI achaa:HI ek:HI baat:HI btao:HI india:EN ke:HI savi:EN private:EN company:EN band:HI krke:HI sabko:HI gov:EN apne:HI hath:HI me:HI le:HI le:HI nhi:HI na:HI desh:HI ki:HI abadi:EN badhne:HI ke:HI sath:HI sath:HI private:EN company:EN ko:HI v:EN badhava:HI dena:HI hoga:HI bhai:HI ye:HI baat:HI samjh:HI lo:HI jara:HI socho:HI desh:HI me:HI private:EN school:EN private:EN hospital:EN nhi:HI hota:HI to:HI kitna:HI maramari:HI hota:HI,{private company; private school; private hospital},{badhava dena hoga; nhi hota to kitna maramari hota; nhi hota to kitna maramari hota},{0.700; 0.575; 0.575},{0.450; 0.525; 0.525}
230,kitna baar dokha kahogay when they are minority they trend this type of tag but when they are majority they become hinduphobic in par bharosa krna matlab apne per par kulhadi marna hinduo savdhan yh sirf dikhava hai jab tk yh minority me h,kitna:HI baar:HI dokha:HI kahogay:HI when:EN they:EN are:EN minority:EN they:EN trend:EN this:EN type:EN of:EN tag:EN but:EN when:EN they:EN are:EN majority:EN they:EN become:EN hinduphobic:HI in:EN par:HI bharosa:HI krna:HI matlab:HI apne:HI per:HI par:HI kulhadi:HI marna:HI hinduo:HI savdhan:HI yh:EN sirf:HI dikhava:HI hai:HI jab:HI tk:HI yh:EN minority:EN me:HI h:EN,{dikhava; par bharosa},{yh sirf dikhava hai; par bharosa krna matlab apne per par kulhadi marna},{0.150; 0.347},{0.700; 0.561}
231,hai yaaaarr then wait untill tum apne pairo pe khadi ho jaao,hai:HI yaaaarr:HI then:EN wait:EN untill:EN tum:HI apne:HI pairo:HI pe:HI khadi:HI ho:HI jaao:HI,{pairo},{khadi ho jaao},{0.650},{0.400}
232,bhai apne mu ka gutter band kr or jaha pe kaam ho na vahi pe hi bol,bhai:HI apne:HI mu:HI ka:HI gutter:EN band:HI kr:EN or:EN jaha:HI pe:HI kaam:HI ho:HI na:HI vahi:HI pe:HI hi:HI bol:HI,{mu; kaam},{gutter band kr; vahi pe hi bol},{0.304; 0.492},{0.628; 0.748}
233,moun se fire marne mein apne gold medal ly ana tha olympics mein ap yahan kya kar rahy ho,moun:HI se:HI fire:EN marne:HI mein:HI apne:HI gold:EN medal:EN ly:HI ana:HI tha:HI olympics:EN mein:HI ap:HI yahan:HI kya:HI kar:HI rahy:HI ho:HI,{fire},{moun se fire marne mein apne gold medal ly ana tha olympics mein ap yahan kya kar rahy ho},{0.100},{0.800}
234,beta kya hua yeh 11 12 saal ke baccho ke haath mein mobile kyu pakda dete h maa baap beta apne papa ko bolo ki padhai likhai karwaaye aapko,beta:HI kya:HI hua:HI yeh:HI 11:EN 12:EN saal:HI ke:HI baccho:HI ke:HI haath:HI mein:HI mobile:EN kyu:HI pakda:HI dete:HI h:EN maa:HI baap:HI beta:EN apne:HI papa:EN ko:HI bolo:HI ki:HI padhai:HI likhai:HI karwaaye:HI aapko:HI,{mobile; padhai},{11 12 saal ke baccho ke haath mein mobile kyu pakda dete h; padhai likhai karwaaye aapko},{0.354; 0.300},{0.627; 0.600}
235,kabhi muzlim christian ko dekha wo apne log ko obc sc st nahi karte aur bjp ko dekha wo khud divide karra aaj hi laya na reservation obc bill pehla vote manga hindu ke naam pe jab fail ho gaya kuch nahi kiya hindu ka to log sawal utane lage to lag gaya bjp rss dalit obc karne,kabhi:HI muzlim:HI christian:EN ko:HI dekha:HI wo:HI apne:HI log:HI ko:HI obc:EN sc:EN st:EN nahi:HI karte:HI aur:HI bjp:EN ko:HI dekha:HI wo:HI khud:HI divide:EN karra:HI aaj:HI hi:HI laya:HI na:HI reservation:EN obc:EN bill:EN pehla:HI vote:EN manga:HI hindu:EN ke:HI naam:HI pe:HI jab:HI fail:EN ho:HI gaya:HI kuch:HI nahi:HI kiya:HI hindu:EN ka:HI to:EN log:HI sawal:HI utane:HI lage:HI to:HI lag:HI gaya:HI bjp:EN rss:EN dalit:HI obc:EN karne:HI,{bjp; reservation; rss},{khud divide karra aaj hi laya na reservation obc bill; pehla vote manga hindu ke naam pe jab fail ho gaya kuch nahi kiya; lag gaya bjp rss dalit obc karne},{0.356; 0.307; 0.210},{0.658; 0.709; 0.562}
236,izzhat se kamana or izzhat se halal kamana or apne bachon ko kahlana b to abadt hay sir,izzhat:HI se:HI kamana:HI or:EN izzhat:HI se:HI halal:HI kamana:HI or:EN apne:HI bachon:HI ko:HI kahlana:HI b:EN to:EN abadt:HI hay:EN sir:EN,{kamana; halal kamana},{izzhat se kamana; izzhat se halal kamana},{0.900; 0.950},{0.500; 0.550}
237,chopra1 kis lie dia hai aaj tak samjh nhi aaya but apne jawan ko jaroor officer rank de kar honor karegi,chopra1:HI kis:HI lie:EN dia:EN hai:HI aaj:HI tak:HI samjh:HI nhi:HI aaya:HI but:EN apne:HI jawan:HI ko:HI jaroor:HI officer:EN rank:EN de:HI kar:HI honor:EN karegi:HI,{chopra1; jawan},{kis lie dia hai aaj tak samjh nhi aaya; joroor officer rank de kar honor karegi},{0.165; 0.753},{0.562; 0.583}
